2
/Backgrounds/Ambience
ButterflySwarm1 40x646
Chains_11 12x14
Item_1451 12x28
Item_3333 30x30
NPC_545 120x296
Gore_940 22x22
Projectile_154 34x34
Extra_86 28x10
Item_258 22x18
Armor_Legs_230 40x1120
Item_2758 36x22
Item_6124 30x22
Gore_1083 106x64
NPC_Head_33 22x18
Tiles_324 66x110
Item_5079 22x18
Item_2544 32x28
Background_336 1024x720
Item_4032 28x72
Gore_943 18x300
Projectile_384 162x264
Armor_Head_136 40x1120
Gore_721 18x24
Gore_868 16x20
NPC_240 68x272
Projectile_807 16x40
Extra_92 38x104
Gore_1034 32x32
Item_3248 22x16
Item_1285 34x28
Gore_1129 10x12
Item_4946 34x42
Item_740 42x40
Armor_Head_66 40x1118
NPC_152 80x184
Item_2142 32x28
Item_5982 30x30
Player_HairAlt_193 40x784
Gore_716 18x300
Wall_226 468x1440
Wall_299 468x180
Wings_4 86x248
Item_1836 36x14
NPC_401 18x20
Item_2267 30x72
Item_4548 24x24
Armor_Legs_24 40x1120
Item_5614 30x24
Projectile_532 22x22
Projectile_758 136x1296
Item_4325 46x42
Background_126 160x288
Gore_104 16x44
Buff_167 32x32
Background_203 160x96
Item_1429 30x30
Item_3407 12x28
Background_245 1024x700
Item_4284 20x90
Tiles_224 288x270
Gore_1066 42x42
Item_6114 18x18
Item_2426 34x54
Projectile_963 176x832
Item_341 12x28
Projectile_1055 34x340
Item_205 24x22
Player_Hair_171 40x784
Extra_283 34x36
NPC_322 32x896
Buff_138 32x32
Player_HairAlt_168 40x784
Background_112 2048x434
Item_3927 22x18
Item_1640 12x28
Item_459 24x26
Player_HairAlt_17 40x784
Projectile_59 18x50
Background_279 1024x509
Item_3740 16x32
Armor_Legs_82 40x1120
Glow_204 20x22
Item_5610 16x34
Item_2273 48x54
Gore_1090 42x12
Item_5127 20x18
Item_5784 32x32
NPC_350 46x960
Buff_307 32x32
Item_1391 16x32
Item_5538 30x32
Tiles_426 234x90
Glow_65 486x18
Gore_354 22x22
Tiles_11 142x1982
Gore_197 16x12
Gore_222 36x32
Item_3148 32x34
Item_806 16x38
Player_0_1 40x1118
Gore_247 20x18
Gore_97 12x22
Item_654 40x40
Item_3743 14x32
Projectile_151 34x32
Item_2288 16x34
Item_966 30x18
Item_292 12x30
NPC_600 20x48
Projectile_118 16x16
NPC_Head_72 28x26
Item_4899 24x22
Item_2225 14x28
Acc_Shoes_23 40x1120
Background_45 1024x500
Item_4319 32x26
Item_5277 22x78
NPC_131 40x62
Item_4857 22x22
Item_3716 24x30
Projectile_732 34x64
Item_4625 28x90
Item_3784 28x16
Item_4696 14x32
Item_1016 16x24
Item_4404 30x16
Chains_16 10x12
Item_800 46x26
Projectile_642 22x162
Item_3259 32x32
Acc_Neck_1 40x1120
Armor_Legs_51 40x1120
NPC_381 40x432
Armor_Head_59 40x1118
Cloud_7 300x130
Item_303 20x30
Item_5043 22x36
Extra_49 100x100
Tiles_227 510x40
Tiles_50 106x16
Extra_20 14x56
Item_4558 22x18
Item_160 40x22
Item_5487 48x32
Item_2567 34x18
Tiles_199 288x396
Item_1076 22x20
Item_1338 28x28
Item_1415 26x32
Item_5055 30x20
Item_6069 24x32
Item_5593 22x18
Glow_78 12x18
Gore_344 12x12
Glow_6 56x48
Mount_DrillDiode 80x80
NPC_470 28x504
Projectile_745 8x8
Tiles_751 56x322
Projectile_607 20x100
Item_4244 24x24
Player_HairAlt_22 40x784
Gore_646 14x20
Item_5738 38x26
Item_4097 16x26
Item_509 28x30
Extra_155 54x114
LiquidSlope_13 72x16
NPC_284 44x168
Buff_332 32x32
Buff_201 32x32
Extra_232 512x512
Glow_163 128x680
Gore_766 16x16
Item_2564 16x32
Item_336 30x22
Item_4174 32x28
Item_564 30x20
Player_3_8 40x1120
Item_2201 34x26
NPC_Head_9 22x18
Extra_266 72x72
Item_698 22x18
TileCracks 108x72
Player_HairAlt_173 40x784
Item_3310 30x30
Projectile_273 22x26
NPC_93 44x128
Gore_744 18x18
Gore_1252 448x128
Item_4653 30x22
Item_6059 32x34
Tiles_74 306x34
NPC_657 360x1952
Item_3169 28x26
Gore_1286 16x18
Item_1315 44x40
Item_226 20x26
Item_848 24x34
NPC_90 76x156
Gore_898 24x24
NPC_406 30x60
Item_2013 24x24
Item_3158 32x18
Projectile_512 40x38
Item_2029 28x32
Item_2279 34x34
Item_4357 32x32
Buff_348 32x32
Item_5016 30x20
Tiles_5_6 176x264
Tree_Branches_25 84x126
Gore_1214 32x24
Item_2062 34x28
Item_63 30x28
Wall_15 468x180
Tiles_683 288x270
Gore_644 30x18
Item_200 48x48
Item_315 16x20
Item_4039 30x22
Item_991 50x40
Gore_125 10x22
Player_HairAlt_136 40x784
Item_2796 74x32
Item_3132 36x26
Tiles_459 234x720
Item_4690 32x18
Item_6048 16x18
Item_4120 16x26
Item_1187 58x34
Background_38 1024x346
Armor_Head_130 40x1120
Buff_23 32x32
Glow_106 16x24
Item_1390 16x30
Item_1433 50x34
Item_1628 12x28
Item_2748 32x26
Item_2938 12x28
Item_4562 32x32
Item_5504 28x22
NPC_291 68x1260
Projectile_54 10x24
Buff_263 32x32
Item_3636 16x16
Player_HairAlt_40 40x784
Item_166 22x30
Player_Hair_27 40x784
Projectile_115 48x48
NPC_478 38x42
Projectile_838 96x94
Item_5477 44x42
Tiles_83 126x22
Wall_283 468x180
Projectile_656 60x60
Item_3611 32x28
Buff_152 32x32
Item_5135 16x16
Item_499 20x28
Cloud_30 174x116
Buff_316 32x32
Background_5 128x288
NPC_144 70x290
Player_HairAlt_38 40x784
Projectile_424 36x36
Background_120 160x96
Background_275 1024x600
Gore_1164 23x16
Buff_376 32x32
Item_1560 32x30
Item_2130 12x30
Item_1060 16x24
Item_2232 26x22
Item_5446 24x24
Item_1082 22x20
Item_1537 18x28
Item_1791 26x28
Item_2807 30x20
Armor_Head_4 40x1120
Item_3786 30x32
Item_3800 18x28
NPC_124 40x1334
Gore_1035 20x18
NPC_38_Alt_1 52x1400
MapBG8 115x65
Item_1928 60x60
Item_6113 24x32
Glow_346 468x180
Projectile_432 30x54
Item_3879 22x18
Projectile_813 72x72
Glow_334 48x58
Tiles_250 288x270
Wall_324 468x252
Item_3727 16x16
Item_1690 12x28
Item_5348 14x32
NPC_508 84x240
Projectile_1101 48x48
Waterfall_7 512x40
Armor_Legs_3 40x1120
Item_1405 16x20
Item_4106 16x24
Item_2637 30x24
Tiles_654 36x36
Tiles_140 288x270
Gore_498 14x16
Gore_835 30x10
Extra_54 102x238
Item_1228 54x54
Item_4187 38x22
Item_560 24x22
Item_2793 16x16
Armor_Legs_148 40x1120
Gore_857 50x48
Item_1654 12x28
Glow_193 14x20
Item_2597 20x32
Item_373 20x20
Item_5184 26x28
NPC_10 18x30
Background_160 160x16
Gore_313 30x18
Liquid_10 306x16
Item_3713 24x40
NPC_109 84x1512
Projectile_725 22x24
Projectile_876 2x80
Tiles_505 36x612
Tiles_641 288x270
Chain17 10x300
Projectile_404 30x32
Item_3485 32x32
Gore_1092 40x10
Buff_175 32x32
Gore_1048 18x24
Gore_843 24x14
Item_492 30x28
Item_629 16x38
Item_5045 22x30
Item_52 24x32
Gore_552 10x12
Item_5780 18x26
Gore_1220 12x8
Item_48 32x28
Item_3960 26x34
Item_1014 16x24
Item_6063 32x18
Item_3819 36x36
Item_5871 30x22
MapBG19 115x65
Acc_Face_16 40x1120
Item_1148 16x16
Item_1893 24x24
NPC_368 40x1664
Tree_Tops_29 360x98
Item_969 12x51
Item_3380 18x16
NPC_340 46x720
Acc_Waist_4 40x1120
Gore_662 26x28
Glow_258 288x396
Gore_294 24x24
Item_1227 46x46
Item_1615 12x28
Item_2042 16x32
Item_5617 26x26
Wall_46 468x180
Item_479 24x24
Gore_105 40x16
Item_2548 30x22
Item_2073 30x22
NPC_215 60x1200
NPC_483 60x1320
Item_2338 30x28
NPC_582 34x144
Item_261 26x14
PumpkingCloak 166x630
Item_6032 14x30
Armor_Legs_233 40x1120
Extra_195 256x256
Item_1693 12x28
Item_3938 32x34
Item_4964 32x32
Item_3338 16x16
Liquid_9 306x16
Buff_141 32x32
Item_3942 16x40
NPC_135 50x208
Player_HairAlt_12 40x784
Projectile_714 80x224
Gore_1243 16x16
Acc_Back_16 40x1120
Extra_83 30x30
Item_4578 16x32
Item_2907 12x28
Item_500 20x28
Gore_388 18x28
Glow_229 28x192
Item_1838 28x32
Item_3343 24x24
NPC_222 172x1824
NPC_330 72x656
Projectile_844 85x40
Projectile_739 8x8
Item_2609 38x30
Item_3103 32x32
Gore_250 18x22
Item_3564 28x30
Projectile_574 24x48
Projectile_1027 38x170
Gore_279 24x10
Player_HairAlt_201 40x784
Projectile_65 14x14
Glow_202 54x216
Armor_Head_125 40x1120
Gore_1154 22x16
Item_5012 30x32
Moon_7 50x400
Tree_Branches_15 84x126
Background_327 1024x546
Item_2472 34x34
Buff_163 32x32
Buff_84 32x32
Item_2514 22x18
Glow_130 18x252
Item_1512 24x32
Item_4985 20x32
Item_3588 28x24
Wall_174 468x180
Wall_217 468x180
Wall_236 468x180
NPC_647 48x280
Waterfall_12 142x18
Item_4033 30x54
Player_HairAlt_226 40x784
Item_58 18x18
Buff_176 32x32
Buff_206 32x32
Wall_160 468x180
Item_432 14x16
Armor_Legs_192 40x1120
Buff_173 32x32
Extra_103 210x10
Glow_110 50x252
Item_2594 16x30
Item_3151 34x24
Gore_584 26x18
Item_3363 22x18
Item_3818 32x32
Item_4292 28x78
Item_4551 28x28
Item_35 32x16
Item_5358 28x32
Item_5900 22x32
Background_194 160x96
Item_6054 36x24
NPC_121 90x168
Item_568 30x26
Item_3360 28x30
Item_1487 48x32
NPC_314 42x870
Item_5562 24x14
Tiles_417 288x270
Item_5156 32x28
Player_Hair_143 40x784
Glow_167 40x1456
Wall_187 468x180
Projectile_673 82x82
Gore_377 38x36
Gore_321 16x16
Item_2496 34x34
Gore_358 6x18
Item_3278 30x26
Item_3561 16x24
Item_1019 16x24
Item_3791 12x36
Item_4476 32x32
Gore_237 26x50
Gore_10 52x80
Item_2824 34x22
Item_5056 22x18
Item_5247 20x30
Item_5460 56x26
Item_5531 50x34
Item_2764 38x28
Item_4107 16x26
Item_6047 18x26
Projectile_465 100x400
Tiles_583 176x264
Item_275 24x26
Item_2910 12x28
Item_4329 32x32
Item_294 20x30
NPC_411 46x726
Wall_208 468x180
Wall_9 468x180
Item_3769 56x56
Item_3539 22x32
LiquidSlope_5 72x16
Item_1021 16x24
Player_HairAlt_95 40x784
Item_5203 30x24
Item_1880 34x26
Item_2355 20x30
Item_1916 30x36
Tiles_735 234x180
Armor_Head_69 38x1100
Item_2671 30x22
Item_3354 28x28
Armor_Legs_208 40x1120
NPC_258 46x228
Armor_Legs_93 40x1120
BeetleOrb 26x68
Extra_137 28x12
Item_2803 20x24
Item_534 40x16
Gore_1363 29x26
Tiles_197 288x270
Item_2861 28x28
Tiles_516 288x396
Item_1817 32x18
Item_211 22x24
NPC_274 40x872
Item_2826 32x18
Player_Hair_33 40x784
Wall_159 468x180
Item_5860 24x32
Mount_Glow_DrillSeat 80x80
Gore_324 32x28
Item_3276 16x16
Item_3266 34x22
Item_741 42x40
Player_Hair_186 40x784
Item_4762 18x32
Acc_Face_19 40x1120
Armor_Head_115 40x1118
Buff_89 32x32
Gore_845 20x26
Gore_966 28x34
Item_4914 42x44
Projectile_985 170x680
Tiles_195 288x270
Armor_Head_19 40x1118
Inventory_Back23 52x52
Buff_262 32x32
Item_2983 12x28
Acc_Neck_12 40x1120
Item_3015 20x24
Item_4256 30x28
Item_5161 30x22
Item_5619 30x18
Projectile_321 30x96
Armor_Head_252 40x1120
Projectile_323 14x36
Item_2174 32x32
Acc_HandsOff_6 40x1120
Item_2816 34x22
Extra_286 256x256
Item_3125 32x30
Item_2602 20x32
Glow_71 34x16
Item_3830 34x34
Item_5278 22x78
NPC_226 64x248
Tiles_108 288x270
Tiles_424 54x16
Item_925 30x20
Glow_201 144x504
Gore_1342 26x34
LiquidSlope_12 72x16
Item_8 14x16
Item_2319 34x34
Item_2669 32x24
Item_3738 16x16
Projectile_362 30x30
Projectile_606 6x10
Gore_523 20x20
Item_4259 56x56
Item_469 24x32
Tiles_263 324x90
Projectile_434 8x8
Item_1685 12x28
Item_2970 12x28
Item_5511 42x38
Item_2213 30x30
Gore_1207 26x16
Projectile_703 32x448
Background_274 1024x480
Item_5324 42x42
Buff_266 32x32
Buff_49 32x32
Item_5336 28x30
Item_5367 24x24
Buff_280 32x32
Gore_466 30x30
Item_2754 18x20
Player_Hair_44 40x784
Tiles_101 1996x142
Wall_14 468x180
Item_2533 14x34
Gore_1177 40x22
Gore_804 24x12
Item_5484 32x32
Gore_268 22x20
Item_2511 22x18
Item_3849 20x16
Item_693 24x20
Projectile_73 20x16
Gore_67 42x76
Item_4081 32x32
Item_446 24x40
NPC_236 84x140
Projectile_866 64x144
Item_5144 30x30
NPC_133 56x176
Tiles_619 54x684
Item_4932 38x50
Armor_Head_198 40x1120
Gore_1133 10x10
Gore_239 30x40
Player_HairAlt_171 40x784
Wall_242 468x1440
Item_4253 24x24
Background_81 160x96
Background_131 160x48
Gore_1366 34x36
Gore_896 16x20
Item_453 24x34
Glow_118 36x88
Background_21 1024x500
Chain24 8x12
Item_2372 22x18
Item_4715 36x36
Projectile_975 10x22
Buff_271 32x32
Item_1314 46x32
Item_2995 56x38
Player_HairAlt_112 40x784
Item_612 16x16
Tiles_354 54x432
Item_1106 16x16
NPC_469 52x720
Item_6031 34x24
Player_Hair_96 40x784
Gore_911 384x112
Item_4057 34x34
Player_Hair_93 40x784
Item_218 28x28
Item_441 24x38
Item_154 16x16
Gore_92 30x22
NPC_439 46x1024
Projectile_809 18x42
Gore_745 18x18
Player_Hair_126 40x784
Projectile_573 14x26
Item_3987 34x34
NPC_302 40x56
Item_4115 16x24
Armor_Legs_123 40x1120
Buff_264 32x32
Item_2080 32x24
Item_680 32x28
Projectile_626 32x66
Acc_HandsOff_5 40x1120
Item_329 14x24
Item_3923 22x18
Item_4086 14x34
Item_619 24x22
Gore_146 62x88
Projectile_312 32x34
Wall_18 468x180
Tiles_432 234x90
Buff_33 32x32
Chains_6 16x8
Item_1321 30x30
Item_3198 30x24
Item_1873 24x36
Acc_Back_13 40x1120
Item_118 22x22
NPC_Head_32 16x18
Player_HairAlt_44 40x784
Item_5221 32x32
Item_2276 28x20
NPC_405 52x216
Gore_1210 20x30
NPC_601 20x48
Projectile_565 28x144
Tiles_332 234x90
Gore_1009 40x34
Background_96 1024x529
Item_5744 30x32
Background_251 1024x699
NPC_80 40x896
NPC_Head_11 24x34
Item_5885 30x30
Item_1710 18x32
Projectile_1053 32x32
Item_98 56x20
CageTop_3 53x10
Item_3182 32x32
Player_Hair_52 40x784
Item_3168 28x28
Item_5054 22x24
Glow_151 46x660
Acc_Waist_2 40x1120
Gore_329 10x22
Projectile_1097 34x90
Projectile_910 22x30
Gore_1265 18x40
Projectile_965 80x84
Tiles_355 54x432
Wall_190 468x180
Gore_255 16x14
Gore_594 22x40
Player_Hair_211 40x784
Buff_320 32x32
Background_145 160x48
Extra_223 512x512
Item_1369 34x32
Item_1506 44x44
NPC_120 38x720
Gore_1130 10x10
Item_1144 30x22
Glow_80 12x32
Item_3997 36x38
Wall_75 468x180
Player_Hair_124 40x784
Item_4371 32x32
Item_5039 32x18
Tiles_10 106x1982
Item_4402 34x34
Tree_Tops_22 354x98
Item_4887 34x32
Item_1971 24x24
Item_5837 16x32
Tiles_70 288x396
Projectile_506 14x14
Projectile_405 20x20
Item_4673 18x18
NPC_369_Alt_1 40x1334
Tiles_553 108x1512
Background_174 1024x584
Item_318 12x20
Item_4052 24x24
Item_1810 24x22
Item_1251 28x48
Item_1349 8x16
Item_4529 24x24
Item_4904 22x32
MapBG12 115x65
NPC_279 52x870
Tiles_124 234x90
Item_2663 30x16
Tiles_551 108x1782
Projectile_455 36x14
Background_270 1024x435
Buff_104 32x32
Item_2069 34x20
Armor_Legs_65 40x1120
Armor_Head_175 40x1120
Item_5792 32x30
Extra_238 30x184
Item_908 32x28
Glow_251 86x248
Gore_52 14x16
Item_2723 24x34
NPC_575 86x1140
Player_HairAlt_55 40x784
Item_3762 24x24
Projectile_1079 10x10
Gore_772 32x28
Item_3100 16x16
Gore_1318 18x10
Projectile_159 6x16
Background_250 1024x1000
NPC_603 44x540
Projectile_830 96x82
Tiles_705 486x144
Item_3077 16x32
Gore_697 16x20
Tiles_8 288x270
Background_56 1024x533
Item_5302 30x28
NPC_95 30x48
NPC_Head_24 20x20
Gore_100 18x12
Armor_Head_167 40x1120
Item_4735 24x26
Item_5516 24x24
Player_HairAlt_224 40x784
Projectile_385 68x204
Background_132 160x48
Item_3590 34x20
NPC_616 50x364
Wall_292 468x180
Gore_30 26x28
Tree_Branches_28 84x126
Item_2067 32x20
Item_5884 16x34
Item_1182 28x26
Item_4948 38x48
Tiles_575 234x90
Player_Hair_40 40x784
Item_1193 44x46
Item_576 30x22
Item_1716 34x26
Armor_Head_15 40x1118
Gore_675 32x24
Item_2434 34x28
Glow_225 600x972
Item_2495 34x34
Item_3427 12x28
Item_4636 48x32
Item_931 10x22
Player_HairAlt_65 40x784
Gore_991 14x40
Gore_271 40x30
Item_197 52x18
Item_2562 34x22
Item_3453 18x112
Projectile_550 16x16
Item_1731 22x26
Projectile_450 20x100
Glow_148 24x48
Gore_560 22x16
Item_2072 32x22
Player_Hair_219 40x784
Item_5380 10x22
Projectile_445 10x16
Item_3831 36x36
Projectile_817 42x576
Gore_923 384x112
Projectile_862 14x64
Background_28 1024x600
Gore_425 64x64
Extra_116 50x102
Tiles_273 234x180
Chain38 16x8
Item_5961 32x24
Acc_HandsOff_3 40x1120
Glow_186 40x1120
Item_1564 32x26
Item_2570 30x32
Player_HairAlt_14 40x784
Buff_247 32x32
Gore_1168 12x10
Extra_162 126x1312
Gore_137 84x64
Projectile_688 22x180
Gore_1230 24x16
Mount_ScutlixEyeGlow 90x648
Background_271 2048x1200
Extra_188 166x174
Item_1066 16x24
Gore_298 22x22
Item_2155 12x20
Item_3563 28x30
Item_5527 32x32
Item_12 16x16
Item_964 40x16
Gore_394 32x26
Item_3003 14x36
Glow_57 52x54
Buff_343 32x32
Gore_138 58x48
Item_3058 50x32
NPC_643 50x192
Acc_Back_10 40x1120
Projectile_812 14x14
Item_4064 32x18
Projectile_44 48x48
Wall_12 468x180
Gore_25 44x38
Item_5534 28x22
Gore_1338 22x38
Projectile_959 54x768
Flame_3 214x2000
Wings_37 86x248
Item_101 26x18
Item_5894 32x22
Item_240 30x22
Gore_1393 18x14
Item_4305 32x34
Tiles_479 288x270
Wall_258 468x180
Wall_50 468x180
Glow_95 28x28
Item_5539 32x30
Item_2418 30x20
Item_513 24x20
Wall_179 468x252
NPC_444 24x74
Item_2386 38x28
Item_1145 32x16
Gore_1390 28x22
Cloud_10 182x74
Item_1809 20x26
Item_5378 10x22
Acc_Shoes_27 40x1120
Gore_1093 30x6
Glow_109 66x384
Gore_310 22x14
Item_2714 24x34
Buff_51 32x32
NPC_275 46x992
Gore_1022 16x22
Player_2_4 360x224
Player_5_6 360x224
Projectile_415 12x28
Item_3423 12x28
Gore_434 16x12
Projectile_700 82x200
Background_72 160x96
Tiles_116 288x270
Item_993 50x50
Projectile_579 60x60
Glow_206 20x24
Buff_238 32x32
Item_161 14x14
Gore_267 20x20
Gore_355 18x16
Item_1373 32x22
Glow_53 144x38
Item_2478 34x34
Glow_187 40x1120
Glow_369 70x1782
Gore_1109 24x26
Item_3437 12x28
Item_2353 24x24
Item_3540 32x54
Item_5107 24x26
Item_5230 32x32
NPC_447 20x96
Player_Hair_139 40x784
Projectile_667 92x612
Tiles_182 288x396
Tiles_371 288x270
Item_3651 24x30
Item_1135 30x16
Wall_264 468x180
Gore_705 10x14
Item_2149 28x28
Item_2808 22x18
NPC_384 48x52
Item_464 24x26
NPC_490 34x352
Item_1683 12x28
Item_92 26x22
Item_169 16x16
Item_4223 30x30
Item_113 26x26
Item_4550 28x34
Player_HairAlt_2 40x784
NPC_542 120x296
Item_5568 16x28
Item_6020 24x24
Wall_66 468x180
Acc_Back_36 40x1120
Item_3376 22x18
Item_4291 18x90
Item_3809 18x26
Item_1006 30x24
Item_5404 20x20
MapBG10 115x65
NPC_99 34x48
Projectile_836 56x20
Item_3381 22x24
Item_2912 12x28
Tiles_450 234x90
Projectile_121 16x16
Item_151 26x28
Item_570 32x20
NPC_268 72x344
Item_44 18x40
Armor_Legs_133 40x1120
Background_31 1024x480
Item_1195 40x40
Item_3353 36x26
Item_61 16x16
Gore_1139 10x10
Gore_43 16x10
Background_65 160x96
Item_2 16x16
Item_2600 20x32
Item_4212 20x28
Item_5409 24x24
Item_2148 16x32
Chains_14 12x12
Item_1401 32x18
Item_1925 16x34
Item_4768 22x14
Extra_189 256x256
Item_5803 16x34
Tiles_365 234x90
Projectile_821 36x1058
Projectile_591 16x196
Gore_860 62x44
Item_5971 32x16
Buff_294 32x32
Projectile_128 16x16
Tiles_422 468x358
Projectile_184 10x18
Tiles_566 288x270
Item_5011 30x32
Wall_366 468x252
Gore_935 22x26
NPC_166 40x650
Acc_Neck_10 40x1120
Player_HairAlt_66 40x784
Projectile_18 32x32
Projectile_695 112x448
Item_238 34x22
Item_3264 30x18
NPC_332 34x144
Item_2839 28x30
Tiles_522 36x504
Item_1966 22x20
Item_3057 50x32
Armor_Head_138 40x1120
Item_5482 46x44
Item_4992 30x26
Armor_Legs_13 40x1120
Item_4453 34x22
Armor_Head_177 40x1120
Gore_984 12x20
Item_1523 32x28
Item_4251 24x24
Mount_MinecartWood 50x102
Item_362 24x24
Item_4179 30x22
Item_375 22x18
Item_5502 28x26
Tiles_400 288x270
Item_5822 18x28
Item_5275 16x90
Armor_Head_132 40x1120
Tiles_33 36x1412
Gore_333 20x16
Armor_Legs_94 40x1120
Item_1083 22x20
Tiles_429 286x34
Projectile_1089 22x6
Item_136 16x34
Item_4448 26x16
Item_4651 32x32
Item_5591 24x14
Item_5363 24x24
Player_8_12 40x1120
Item_5909 14x30
Buff_303 32x32
Gore_755 30x24
Item_3577 26x28
Tiles_532 54x864
Item_4330 32x32
Item_5004 20x18
Acc_Shoes_12 40x1120
Item_1152 26x40
Background_42 1024x434
Item_1700 12x28
Item_6092 24x32
NPC_437 66x384
Item_2287 32x34
Item_825 24x24
Item_659 32x32
Item_5973 32x12
Item_1094 22x20
Buff_46 32x32
Extra_173 28x30
Gore_334 22x14
Gore_659 22x8
Gore_89 40x22
Item_1807 36x42
Item_3220 28x24
Item_1020 16x24
Item_5345 24x36
Item_5685 22x18
Gore_818 54x18
Gore_391 26x40
Acc_Shoes_20 40x1120
Item_1464 12x28
Item_990 32x38
jellyfishBowl2 36x360
Player_Hair_200 40x784
Gore_219 22x20
ItemFlame_3823 60x60
Item_4480 20x28
Player_Hair_68 40x784
Projectile_593 22x88
Item_4936 38x48
Gore_468 14x18
Gore_1101 36x16
Item_1503 24x22
Extra_99 16x108
Background_214 1024x424
Gore_795 20x32
Item_1728 24x24
Gore_103 16x30
Item_2093 18x24
Item_2497 50x32
Armor_Head_165 40x1120
Extra_295 22x36
Item_2503 24x22
Item_2769 34x34
Item_3420 12x28
Item_2256 34x26
Item_4049 32x22
Item_4111 16x26
Gore_502 20x20
Item_30 24x24
Item_4190 36x24
Item_1584 36x28
Item_2921 12x28
Item_3511 40x40
GolemLights1 38x20
logo_2 800x600
Item_5829 34x24
NPC_126 110x1200
NPC_394 52x272
Player_HairAlt_61 40x784
Item_3226 26x18
Background_116 1024x630
Player_HairAlt_172 40x784
Player_HairAlt_78 40x784
Projectile_145 16x16
Glow_62 36x54
Buff_272 32x32
Gore_1402 10x38
Item_2349 20x30
Item_3047 32x18
Projectile_541 16x16
Projectile_741 8x8
Projectile_860 32x812
NPC_36 58x156
Item_3608 16x16
Item_5831 14x32
Buff_313 32x32
Item_847 12x28
NPC_499 40x594
Projectile_40 14x14
Projectile_674 16x16
Item_5412 24x24
Item_73 12x16
Item_3519 32x32
NPC_532 80x320
Tiles_496 288x270
NPC_142_Alt_1 42x1400
Buff_126 32x32
Buff_149 32x32
Item_3907 24x16
Tree_Tops_24 354x98
Clothes_1 30x30
Wall_271 468x180
Wall_92 468x180
Item_2875 16x24
Item_738 22x18
Item_5626 22x18
Tiles_664 36x36
Tiles_90 286x2048
Item_1008 16x24
Projectile_950 128x128
Extra_62 18x36
Item_5344 26x18
Buff_131 32x32
Item_3094 40x40
Projectile_566 28x96
Item_2200 34x26
Item_2090 10x28
Item_1313 28x30
Inventory_Back7 52x52
Background_44 1024x371
Background_98 1024x408
Item_3566 34x32
Background_68 160x16
Coin_0 12x112
Buff_19 32x32
Item_2735 24x34
Acc_Neck_5 40x1120
Item_586 16x16
Gore_1119 384x112
NPC_587 40x128
Player_Hair_79 40x784
Projectile_147 16x16
Item_3336 34x34
NPC_347 84x480
Projectile_15 16x16
Tiles_680 288x270
Item_2484 34x34
Tiles_299 54x720
Item_2977 12x28
Item_1407 16x20
Item_65 42x42
Extra_296 22x36
Item_3296 28x28
Gore_236 18x28
Item_2367 24x14
Item_5242 48x34
Item_5544 28x18
Item_686 22x18
Item_2689 24x24
Item_5052 34x32
Tiles_148 288x270
Item_664 16x16
Item_4767 24x32
Projectile_615 68x210
Tiles_203 288x270
Item_1007 16x24
Item_4542 14x30
NPC_460 48x832
Item_1714 32x24
Item_443 26x26
Item_4827 22x26
Item_2218 30x30
Item_6022 30x22
Tiles_533 54x612
Gore_1303 14x16
Extra_12 32x32
Gore_864 16x20
Item_15 30x30
Item_2958 12x28
Item_581 32x28
NPC_Head_Boss_25 24x30
Item_6111 36x18
Item_4255 24x24
Item_5514 34x36
Background_208 1024x464
Player_HairAlt_39 40x784
Item_5467 28x28
Player_HairAlt_7 40x784
Glow_0 38x128
Player_Hair_173 40x784
Gore_1128 12x12
Projectile_651 288x36
Item_4511 24x24
Acc_HandsOff_12 40x1120
Item_355 26x28
Cloud_6 270x142
Item_2658 30x18
Armor_Head_181 40x1120
Item_4298 34x16
Item_5254 20x30
Projectile_360 30x30
Tiles_629 54x684
Gore_234 30x36
Item_1423 50x34
Item_1170 30x32
Gore_638 34x28
Item_155 64x64
Item_2233 22x32
Item_5773 32x22
Item_6017 32x18
Item_2134 14x28
Item_790 12x28
NPC_694 46x1200
Armor_Legs_41 40x1120
NPC_84 82x492
Projectile_1001 26x28
Projectile_1051 64x64
Projectile_50 22x6
Background_257 1024x700
Item_2255 30x22
Item_277 44x44
Glow_223 92x612
Gore_1051 22x14
Gore_1373 34x20
Item_1213 30x20
Item_603 18x32
Item_811 32x18
Projectile_454 62x124
Item_2111 26x26
Projectile_546 16x16
Armor_Head_280 40x1120
Glow_158 44x60
Item_56 16x16
Projectile_650 32x168
NPC_300 20x96
Projectile_1073 10x28
Projectile_824 456x78
Tiles_52 234x90
Tiles_561 234x110
Tiles_620 36x576
Background_84 160x96
Item_3773 26x26
Item_5777 34x18
Extra_269 100x303
Item_3562 16x24
Item_333 30x22
Acc_Face_11 40x1120
Item_630 16x38
NPC_1 32x52
Item_4392 16x16
Gore_1062 14x14
Item_1086 22x20
Item_4661 48x32
Clothes_4 30x30
Acc_Neck_9 40x1120
Gore_758 30x24
Item_5563 28x30
NPC_241 36x180
Item_5093 36x90
Gore_651 12x16
Item_5523 32x32
Extra_104 264x48
Projectile_571 34x32
Armor_Legs_114 40x1120
Acc_Front_11 40x1120
NPC_180 90x924
Item_5375 24x24
Tiles_668 288x270
Gore_123 18x22
Player_Hair_80 40x784
Waterfall_24 512x40
Gore_327 22x20
Item_3364 30x22
Item_3509 32x32
Wall_206 468x180
Background_236 1024x540
Buff_226 32x32
Item_4761 20x20
